,fullVisitorId,totals.transactionRevenue,totals.hits,totals.pageviews,visitNumber,visitStartTime,totals.bounces,totals.newVisits,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,geoNetwork.city,geoNetwork.continent,geoNetwork.country,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.region,geoNetwork.subContinent,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.isTrueDirect
641038,7.29298395376298e+18,383700000.0,27.0,21.0,5.0,1485184673.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
641039,7.353302216427586e+18,16990000.0,27.0,24.0,1.0,1485229585.0,0.0,1.0,4,72,1,23,955,2,218,122,8255,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
641052,3.837146505934354e+17,18950000.0,31.0,27.0,1.0,1485203230.0,0.0,1.0,4,43,0,20,579,2,218,75,0,280,12,62,3,59008,11,3,4,11,5,3196,208,1,1
641057,7.594157089401878e+18,13590000.0,33.0,29.0,1.0,1485235715.0,0.0,1.0,6,35,0,7,636,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
641059,3.883919079717672e+18,89580000.0,34.0,26.0,2.0,1485204836.0,0.0,0.0,3,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,4,3196,171,1,0
641061,9.737461194458413e+18,2500000.0,35.0,29.0,1.0,1485199595.0,0.0,1.0,4,72,1,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
641062,6.620224985350113e+18,28980000.0,36.0,29.0,1.0,1485188835.0,0.0,1.0,5,42,0,20,955,2,218,122,0,482,12,62,1,5008,0,2,9,125,3,3196,208,0,1
641066,4.734664452187566e+18,44790000.0,37.0,33.0,7.0,1485222490.0,0.0,0.0,2,35,0,6,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
641067,3.7165286076641894e+18,200950000.0,37.0,27.0,6.0,1485200321.0,0.0,0.0,6,35,0,20,955,2,218,122,22662,482,12,62,3,59008,11,3,4,3327,6,2241,365,1,0
641078,5.040013333654435e+18,149880000.0,45.0,32.0,2.0,1485200004.0,0.0,0.0,6,35,0,7,749,2,218,100,7653,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
641084,4.154862368078054e+18,103920000.0,49.0,37.0,1.0,1485224205.0,0.0,1.0,4,72,2,23,955,2,218,122,31119,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
641086,6.330082810003106e+18,64910000.0,57.0,48.0,1.0,1485210885.0,0.0,1.0,4,72,1,23,52,2,218,4,0,149,12,62,3,59008,11,3,4,11,5,3196,208,1,1
641087,9.122350425856868e+18,358720000.0,60.0,39.0,3.0,1485196771.0,0.0,0.0,4,35,0,20,59,2,218,6,31119,430,12,62,3,59008,11,3,4,11,5,3196,208,1,0
643517,4.942841314277512e+18,15990000.0,10.0,10.0,5.0,1486654815.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643541,3.1584554099693327e+18,79190000.0,11.0,11.0,11.0,1486674574.0,0.0,0.0,6,35,0,7,751,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643621,9.135595475389481e+17,24990000.0,16.0,14.0,1.0,1486689343.0,0.0,1.0,2,72,0,7,955,2,218,122,39450,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
643624,6.356814303168581e+18,55990000.0,17.0,17.0,3.0,1486667069.0,0.0,0.0,4,35,0,20,540,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
643626,1.4299909455007222e+18,95990000.0,17.0,13.0,3.0,1486710771.0,0.0,0.0,6,35,0,7,749,2,218,100,40448,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643631,1.8289508873423667e+18,24990000.0,17.0,15.0,1.0,1486711562.0,0.0,1.0,4,35,0,20,955,2,218,122,8255,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
643645,7.422291256198709e+18,40770000.0,18.0,14.0,1.0,1486679255.0,0.0,1.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
643654,8.796179874973852e+18,16990000.0,19.0,17.0,1.0,1486682022.0,0.0,1.0,4,35,0,20,655,2,218,86,8255,25,12,62,3,59008,11,3,4,11,5,3196,208,1,1
643656,1.9008608156735877e+18,340590000.0,19.0,17.0,1.0,1486651926.0,0.0,1.0,4,35,0,3,955,2,218,122,34713,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
643661,8.539433516671325e+18,2870000000.0,20.0,17.0,7.0,1486651292.0,0.0,0.0,2,35,0,20,955,2,218,122,7653,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
643663,9.138953117283252e+18,46370000.0,20.0,20.0,5.0,1486676729.0,0.0,0.0,6,35,0,20,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643678,9.574540989591144e+18,30390000.0,22.0,20.0,2.0,1486661421.0,0.0,0.0,6,35,0,3,579,2,218,75,38725,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643690,1.1935605796472061e+18,55990000.0,24.0,22.0,1.0,1486654953.0,0.0,1.0,4,35,0,7,762,2,218,100,7652,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
643694,7.33805126462515e+18,20480000.0,25.0,19.0,2.0,1486651923.0,0.0,0.0,2,35,0,20,955,2,218,122,4284,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
643703,5.687667730920601e+18,10990000.0,27.0,20.0,2.0,1486690942.0,0.0,0.0,4,35,0,20,955,2,218,122,23178,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
643704,1.0933524190374979e+18,44790000.0,28.0,23.0,1.0,1486662292.0,0.0,1.0,6,35,0,20,955,2,218,122,39450,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
643707,7.266739596439998e+18,119810000.0,29.0,21.0,3.0,1486680347.0,0.0,0.0,6,35,0,3,779,2,218,101,29884,467,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643713,1.738639015522943e+17,23980000.0,32.0,26.0,12.0,1486648197.0,0.0,0.0,3,35,0,3,579,2,218,75,39450,280,12,62,3,59008,11,3,4,3327,4,3196,171,1,0
643716,8.730049851613892e+18,35910000.0,34.0,29.0,2.0,1486659827.0,0.0,0.0,2,35,0,20,463,2,218,61,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
643720,9.305766004990798e+18,647550000.0,35.0,27.0,1.0,1486679281.0,0.0,1.0,6,35,0,7,463,2,218,61,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
643724,5.969031097251772e+18,46160000.0,36.0,32.0,1.0,1486653160.0,0.0,1.0,4,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,11,5,3196,208,1,1
643731,6.516417691965742e+18,37180000.0,39.0,35.0,12.0,1486699736.0,0.0,0.0,6,35,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643738,1.1786642199094065e+18,49580000.0,45.0,32.0,3.0,1486663266.0,0.0,0.0,4,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
643739,4.709171926366637e+17,110310000.0,45.0,36.0,1.0,1486675892.0,0.0,1.0,6,35,0,7,579,2,218,75,31119,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
643743,5.642185407180731e+18,79960000.0,48.0,38.0,3.0,1486652356.0,0.0,0.0,6,35,0,7,579,2,218,75,39450,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
643744,6.343638699706107e+18,46980000.0,52.0,42.0,1.0,1486656852.0,0.0,1.0,6,35,0,20,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
643751,6.777096292963112e+18,481580000.0,61.0,45.0,3.0,1486669027.0,0.0,0.0,4,35,0,3,955,2,36,122,36125,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
643752,2.513134404212328e+18,139650000.0,91.0,68.0,12.0,1486660323.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644440,4.3628099790677453e+18,59990000.0,9.0,8.0,11.0,1475789313.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644513,2.3522334243143496e+18,41590000.0,11.0,9.0,4.0,1475754805.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644535,7.999024439305263e+18,41590000.0,12.0,10.0,12.0,1475778459.0,0.0,0.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644601,1.637147905663689e+18,239700000.0,14.0,11.0,4.0,1475780232.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644603,4.398490826214527e+16,87990000.0,14.0,12.0,2.0,1475774049.0,0.0,0.0,6,35,0,6,661,2,218,87,0,314,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644661,1.6422872074407928e+18,39990000.0,18.0,18.0,2.0,1475763406.0,0.0,0.0,2,35,0,20,955,2,218,122,7653,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
644679,6.704695069074202e+16,59870000.0,19.0,19.0,3.0,1475766920.0,0.0,0.0,5,35,0,7,955,2,218,122,31119,482,12,62,1,14600,0,2,9,108,3,3196,208,0,0
644714,6.682270725653265e+17,111980000.0,22.0,17.0,5.0,1475791910.0,0.0,0.0,5,35,0,20,955,2,218,122,7653,482,12,62,1,17607,0,2,9,125,3,3196,208,0,0
644726,7.44679750433537e+18,83850000.0,23.0,21.0,2.0,1475786816.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644727,4.796524276603786e+18,38980000.0,23.0,21.0,1.0,1475774109.0,0.0,1.0,4,72,1,23,749,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
644746,4.2142594662024177e+18,11490000.0,26.0,22.0,1.0,1475744231.0,0.0,1.0,4,47,0,20,955,2,218,122,39450,482,12,62,3,59008,11,3,4,210,5,3196,106,1,1
644747,6.827048275264079e+18,16990000.0,26.0,21.0,1.0,1475764064.0,0.0,1.0,4,35,1,1,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
644771,4.636139656248533e+18,105530000.0,31.0,27.0,3.0,1475777532.0,0.0,0.0,4,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,11,5,3196,208,1,0
644772,7.552495546342258e+18,115600000.0,31.0,24.0,2.0,1475776296.0,0.0,0.0,4,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,11,5,3196,208,1,0
644773,4.4784851141686984e+18,81970000.0,32.0,26.0,7.0,1475768041.0,0.0,0.0,4,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
644775,6.42664536187298e+18,78970000.0,33.0,26.0,3.0,1475768346.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644777,2.6442573355356943e+18,13590000.0,34.0,29.0,3.0,1475815303.0,0.0,0.0,6,35,0,7,579,2,218,75,30158,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644778,9.87234935111856e+17,41790000.0,35.0,29.0,1.0,1475767963.0,0.0,1.0,4,35,0,20,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
644780,8.481378651104297e+18,45570000.0,35.0,29.0,4.0,1475805267.0,0.0,0.0,6,35,0,3,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644783,5.348412778794343e+18,79150000.0,36.0,27.0,1.0,1475781240.0,0.0,1.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
644787,8.024330436349031e+18,191600000.0,37.0,33.0,1.0,1475798795.0,0.0,1.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
644791,8.610829181848499e+18,143770000.0,38.0,37.0,2.0,1475757183.0,0.0,0.0,5,35,0,7,955,2,218,122,7652,482,12,62,1,38847,0,2,9,125,3,3196,208,0,0
644801,4.750281434233359e+18,17590000.0,42.0,38.0,1.0,1475769973.0,0.0,1.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,1
644810,2.768669822276347e+18,53580000.0,45.0,38.0,1.0,1475767252.0,0.0,1.0,6,35,0,7,52,2,218,4,0,149,12,62,3,59008,11,3,4,3327,6,0,358,1,1
644812,4.2025248091540685e+17,99960000.0,47.0,38.0,5.0,1475803047.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644813,2.8004218087758272e+17,4990000.0,48.0,35.0,1.0,1475798435.0,0.0,1.0,4,35,0,20,955,2,218,122,31119,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
644818,6.233780877451036e+16,499030000.0,54.0,41.0,13.0,1475772766.0,0.0,0.0,5,72,0,7,579,2,218,75,38725,280,12,62,1,13151,0,2,9,108,3,3196,208,0,1
644822,4.35591376206e+17,55980000.0,58.0,52.0,1.0,1475803180.0,0.0,1.0,6,35,0,7,579,2,218,75,39450,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
644825,4.672677457109865e+18,44790000.0,59.0,38.0,2.0,1475800473.0,0.0,0.0,6,35,0,7,749,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644827,5.241647858965847e+18,50460000.0,59.0,47.0,3.0,1475799987.0,0.0,0.0,4,35,1,1,52,2,218,4,0,149,12,62,3,59008,11,3,4,11,5,3196,208,1,0
644832,9.218024446277361e+18,88950000.0,66.0,54.0,1.0,1475804633.0,0.0,1.0,2,35,0,20,955,2,218,122,39450,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
644839,6.26847099975321e+18,327000000.0,90.0,62.0,2.0,1475782296.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
644841,7.101537945987041e+18,45570000.0,101.0,76.0,1.0,1475787789.0,0.0,1.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647269,3.2874243368514944e+18,39980000.0,12.0,11.0,24.0,1490624703.0,0.0,0.0,4,35,0,3,869,2,36,0,0,301,12,62,3,59008,11,3,4,11,5,3196,208,1,0
647291,6.698595814877741e+18,13590000.0,20.0,17.0,3.0,1490649437.0,0.0,0.0,2,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
647298,7.03869711849846e+18,18990000.0,20.0,20.0,1.0,1490658847.0,0.0,1.0,4,42,0,20,955,2,218,122,31811,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647302,5.602367908405797e+18,166950000.0,23.0,18.0,1.0,1490631180.0,0.0,1.0,4,35,0,7,955,2,36,122,39611,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647305,7.539934390050788e+18,18480000.0,29.0,23.0,1.0,1490637090.0,0.0,1.0,4,35,1,1,955,2,218,122,40367,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647309,1.478676114594383e+18,10990000.0,50.0,45.0,1.0,1490659344.0,0.0,1.0,4,35,0,6,540,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647757,2.7277507968686505e+18,458850000.0,9.0,9.0,4.0,1490635070.0,0.0,0.0,2,35,0,20,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
647772,4.644372853613585e+18,19990000.0,10.0,10.0,2.0,1490662251.0,0.0,0.0,4,35,0,20,955,2,36,122,37845,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
647805,8.832229039690729e+18,39990000.0,12.0,10.0,1.0,1490656399.0,0.0,1.0,6,35,0,20,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647827,4.5047209029994317e+18,23990000.0,13.0,11.0,1.0,1490634959.0,0.0,1.0,4,35,0,7,653,2,218,85,0,314,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647831,3.0889569894425595e+18,167650000.0,14.0,12.0,7.0,1490635565.0,0.0,0.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647839,7.108454213160488e+18,79190000.0,15.0,15.0,4.0,1490629291.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647842,2.2952409536869212e+18,94380000.0,15.0,13.0,4.0,1490636519.0,0.0,0.0,6,35,0,7,401,2,218,101,0,467,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647843,3.545109447122075e+18,55990000.0,15.0,14.0,1.0,1490638820.0,0.0,1.0,4,35,0,7,955,2,218,122,27268,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647844,1.1441893950529699e+18,13590000.0,15.0,14.0,3.0,1490624125.0,0.0,0.0,6,35,0,6,373,2,218,61,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647847,3.055210275041064e+18,199980000.0,15.0,13.0,1.0,1490625510.0,0.0,1.0,4,47,0,20,148,2,218,10,15412,246,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647852,6.049426563900129e+18,15960000.0,16.0,15.0,1.0,1490667937.0,0.0,1.0,4,35,0,20,373,2,218,61,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647854,4.090254339243061e+18,15990000.0,16.0,12.0,3.0,1490667986.0,0.0,0.0,6,35,0,7,749,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647872,2.903698319711887e+18,43980000.0,18.0,15.0,1.0,1490669061.0,0.0,1.0,2,35,0,7,955,2,36,122,0,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
647878,6.413819377788473e+18,9580000.0,18.0,14.0,1.0,1490661436.0,0.0,1.0,6,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647880,6.889995809478639e+18,39990000.0,18.0,16.0,1.0,1490636118.0,0.0,1.0,6,35,0,7,911,2,218,116,0,118,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647889,7.316352846759467e+18,4990000.0,20.0,18.0,3.0,1490660174.0,0.0,0.0,4,35,0,7,463,2,218,61,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647893,7.404450717900708e+18,19990000.0,20.0,18.0,3.0,1490648308.0,0.0,0.0,6,35,0,6,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647896,4.071242449941777e+18,10990000.0,21.0,17.0,1.0,1490601087.0,0.0,1.0,4,72,0,7,955,2,218,122,31811,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647907,6.970205212674699e+18,19180000.0,23.0,20.0,1.0,1490679857.0,0.0,1.0,6,35,0,7,463,2,218,61,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647909,8.635646671308842e+17,70400000.0,23.0,20.0,1.0,1490672009.0,0.0,1.0,4,35,0,7,540,2,218,100,7652,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
647913,7.813186643472515e+18,104780000.0,24.0,20.0,2.0,1490641982.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647914,9.96803515970374e+18,51890000.0,25.0,19.0,4.0,1490608941.0,0.0,0.0,4,35,0,7,38,2,218,30,7652,255,12,62,3,59008,11,3,4,11,5,3196,208,1,0
647916,7.965607441377662e+16,20780000.0,25.0,21.0,3.0,1490626165.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647918,1.0483875246758257e+18,103950000.0,26.0,18.0,4.0,1490657486.0,0.0,0.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647919,2.2173554637801073e+18,56970000.0,26.0,18.0,2.0,1490681306.0,0.0,0.0,4,72,1,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
647920,9.269048191224175e+18,37990000.0,27.0,22.0,3.0,1490634973.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647922,5.106751521300969e+18,79940000.0,27.0,21.0,8.0,1490642097.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647926,5.5336855800929363e+17,63180000.0,28.0,20.0,3.0,1490647358.0,0.0,0.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647930,9.053359699050905e+18,28780000.0,28.0,22.0,2.0,1490683182.0,0.0,0.0,6,35,0,7,955,2,218,122,40367,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647931,9.207818451392214e+18,151650000.0,28.0,20.0,1.0,1490634831.0,0.0,1.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647936,3.7194316440682214e+17,129980000.0,31.0,28.0,1.0,1490653297.0,0.0,1.0,6,35,0,3,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647939,7.845967413109542e+18,204770000.0,32.0,24.0,1.0,1490629703.0,0.0,1.0,6,35,0,7,148,2,218,10,0,246,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647941,1.8524748621162703e+18,134380000.0,33.0,31.0,4.0,1490673713.0,0.0,0.0,4,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
647943,2.349461252171876e+18,149250000.0,34.0,30.0,2.0,1490658012.0,0.0,0.0,2,35,0,7,779,2,218,101,0,467,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
647948,1.6757852530021123e+17,19190000.0,36.0,31.0,1.0,1490628503.0,0.0,1.0,6,35,0,3,59,2,218,6,0,430,12,62,3,59008,11,3,4,3327,6,0,358,1,1
647961,1.578983142002266e+18,32780000.0,48.0,42.0,4.0,1490645007.0,0.0,0.0,6,35,0,7,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647965,5.727689295522032e+18,67960000.0,57.0,41.0,2.0,1490652895.0,0.0,0.0,6,35,0,7,579,2,218,75,39450,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647967,2.505213816959088e+18,53540000.0,65.0,42.0,5.0,1490663495.0,0.0,0.0,6,35,0,7,829,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
647968,2.539409035860032e+17,992800000.0,69.0,49.0,8.0,1490654157.0,0.0,0.0,4,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
647969,7.28446602555722e+18,2091810000.0,81.0,52.0,14.0,1490626273.0,0.0,0.0,2,35,0,3,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
649962,8.489184638228392e+17,7990000.0,6.0,6.0,2.0,1476243889.0,0.0,0.0,4,72,0,7,182,2,218,19,7652,187,12,62,3,59008,11,3,4,11,5,3196,208,1,0
650033,7.67062125282031e+18,27190000.0,10.0,10.0,1.0,1476209762.0,0.0,1.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,1
650046,8.436426603099391e+18,27190000.0,10.0,9.0,26.0,1476232017.0,0.0,0.0,6,35,0,7,38,2,218,30,7652,255,12,62,3,59008,11,3,4,3327,6,0,358,1,0
650078,7.844991156443383e+17,107930000.0,13.0,12.0,3.0,1476198961.0,0.0,0.0,6,35,0,3,59,2,218,6,0,430,12,62,3,59008,11,3,4,3327,6,0,358,1,0
650081,2.992265049080278e+18,33980000.0,13.0,11.0,4.0,1476216569.0,0.0,0.0,4,35,0,20,955,2,36,122,38725,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
650092,6.942066477559246e+18,24990000.0,14.0,12.0,1.0,1476217100.0,0.0,1.0,4,35,0,20,955,2,218,122,7575,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
650110,3.695477254118892e+18,127600000.0,15.0,14.0,1.0,1476204422.0,0.0,1.0,2,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
650133,4.0610279737703255e+18,31990000.0,16.0,12.0,3.0,1476214345.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
650136,1.2503098210003802e+18,18990000.0,16.0,14.0,31.0,1476201122.0,0.0,0.0,4,35,0,20,206,2,218,25,12597,297,12,62,3,59008,11,3,4,11,5,3196,208,1,0
650168,6.878161609945816e+18,21600000.0,19.0,17.0,8.0,1476207762.0,0.0,0.0,6,35,0,7,779,2,218,101,0,467,12,62,3,59008,11,3,4,3327,6,0,358,1,0
650178,1.2543979408155904e+18,27190000.0,20.0,15.0,4.0,1476193721.0,0.0,0.0,6,35,0,7,749,2,218,100,24620,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
650180,1.941467346897842e+18,73580000.0,20.0,20.0,1.0,1476215384.0,0.0,1.0,2,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
650188,4.0830635889433206e+18,13590000.0,21.0,18.0,2.0,1476243926.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
650201,4.2148010946535613e+18,34380000.0,23.0,20.0,4.0,1476222931.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
650212,5.652426289480928e+18,8790000.0,25.0,22.0,1.0,1476243731.0,0.0,1.0,6,35,0,7,749,2,218,100,40448,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
650224,6.72079571220837e+17,33980000.0,27.0,21.0,2.0,1476199915.0,0.0,0.0,4,35,0,20,206,2,218,25,37724,297,12,62,3,59008,11,3,4,11,5,3196,208,1,0
650225,2.522184112201185e+18,66780000.0,27.0,20.0,3.0,1476206599.0,0.0,0.0,6,35,0,7,829,2,218,100,7631,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
650233,3.7394784310970086e+18,698000000.0,30.0,22.0,6.0,1476204070.0,0.0,0.0,2,35,0,7,955,2,218,122,8255,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
650238,7.185167966299244e+18,324750000.0,31.0,29.0,1.0,1476195188.0,0.0,1.0,2,35,0,20,955,2,218,122,33863,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
650239,6.553002613272827e+18,16990000.0,31.0,26.0,2.0,1476233585.0,0.0,0.0,4,35,0,7,955,2,218,122,31811,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
650241,7.297695985758145e+17,9990000.0,32.0,26.0,2.0,1476236381.0,0.0,0.0,1,35,0,7,955,2,218,122,38991,482,12,62,3,59008,11,3,13,3327,2,3196,81,1,0
650247,1.4586256605765258e+17,1600200000.0,33.0,29.0,1.0,1476201375.0,0.0,1.0,2,35,0,20,955,2,218,122,8255,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
