fullVisitorId,visitNumber,totals.pageviews,totals.transactionRevenue,totals.hits
7033370926590252579,21.0,119.0,85580000.0,173.0
703413205219786519,1.0,12.0,41990000.0,13.0
7034911966127672083,6.0,33.0,44790000.0,42.0
7035655888631728269,15.0,62.0,57560000.0,77.0
703628343876693893,1.0,16.0,29940000.0,20.0
7038697118498459952,3.0,21.0,18990000.0,21.0
7039005406963383727,1.0,50.0,12460000.0,65.0
7039433056529738996,3.0,20.0,17590000.0,22.0
703967290140600051,3.0,29.0,119270000.0,41.0
703975525619015480,15.0,67.0,27970000.0,77.0
7039771343084259446,1.0,47.0,56960000.0,59.0
7039798105038339894,1.0,25.0,13980000.0,29.0
7040224635883969893,10.0,65.0,113530000.0,87.0
7040970537292451675,6.0,48.0,40060000.0,67.0
7041939324822632725,10.0,69.0,155980000.0,79.0
7043500834350642684,3.0,42.0,45980000.0,45.0
704373157724192220,1.0,17.0,15990000.0,18.0
7043818383887881308,21.0,34.0,7980000.0,38.0
7044451284195337222,3.0,28.0,39990000.0,31.0
7044592028544350936,55.0,131.0,29080000.0,181.0
7044912465703715804,21.0,41.0,30380000.0,51.0
7045327197067164006,3.0,36.0,26980000.0,41.0
7045858976815818278,3.0,11.0,33590000.0,11.0
7046459416249489564,28.0,48.0,855400000.0,67.0
7048142789651941273,10.0,37.0,274390000.0,43.0
7048168030891512460,1.0,13.0,219750000.0,15.0
7048178855517326129,1.0,16.0,18990000.0,20.0
7048860667631832987,10.0,48.0,29340000.0,60.0
705052516935438684,6.0,39.0,28950000.0,45.0
7053230033742909452,1.0,19.0,55990000.0,23.0
7054256782754973251,3.0,23.0,21980000.0,33.0
7054841030151887299,3.0,90.0,42430000.0,134.0
7054908618767753222,153.0,172.0,205940000.0,221.0
705638791185080238,1.0,20.0,37920000.0,24.0
7056870819058799369,14.0,20.0,13590000.0,22.0
7057439304075107628,15.0,36.0,95950000.0,44.0
7057542698176321878,9.0,69.0,236530000.0,95.0
7060203434655570204,1.0,39.0,40470000.0,54.0
7060354578698145518,36.0,64.0,31490000.0,85.0
7061795919044528167,3.0,18.0,67180000.0,20.0
706268966537024256,21.0,67.0,28950000.0,74.0
7062970528826442292,42.0,80.0,40210000.0,121.0
7063315126654210750,1.0,20.0,28940000.0,22.0
7065662789249975422,1.0,21.0,82960000.0,25.0
7065813466220804656,1.0,16.0,33590000.0,17.0
7066946419396410808,17.0,102.0,786400000.0,125.0
7068061647475096007,1.0,22.0,64380000.0,28.0
707174453609697560,1.0,28.0,59990000.0,32.0
7071796515432628889,1.0,14.0,16990000.0,16.0
7072012010426211154,1.0,14.0,21990000.0,16.0
7075819454368142073,3.0,45.0,26880000.0,56.0
7077546092404787998,6.0,64.0,200870000.0,83.0
7078772937328563719,2.0,15.0,33990000.0,15.0
707924884126013523,45.0,164.0,81560000.0,206.0
7079315843944655334,21.0,71.0,24990000.0,80.0
7079911698410660094,9.0,76.0,74810000.0,102.0
708033509620826351,3.0,28.0,45820000.0,38.0
7080810108082424102,1.0,37.0,1990000.0,52.0
7081230071374452681,55.0,95.0,197470000.0,203.0
7082731874084361787,3.0,37.0,57960000.0,52.0
7085536598312331292,1.0,35.0,36470000.0,53.0
7085944502194983759,3.0,27.0,23880000.0,33.0
7086888380462447340,21.0,41.0,16990000.0,49.0
7088670546795941056,21.0,101.0,38380000.0,132.0
708898149037036750,6.0,27.0,23990000.0,31.0
7089296120636038584,6.0,51.0,78950000.0,62.0
7089498775181839224,5.0,15.0,19190000.0,18.0
7091796288058306768,1.0,19.0,43180000.0,19.0
709264891712119534,6.0,37.0,70590000.0,46.0
7093434431157111373,1.0,114.0,263920000.0,166.0
7093542318581071543,7.0,67.0,88330000.0,82.0
7098823865292700867,3.0,18.0,23490000.0,20.0
7101537945987041306,1.0,76.0,45570000.0,101.0
7103110735556041594,3.0,30.0,38240000.0,40.0
7103321195030738247,6.0,26.0,6490000.0,29.0
7105031024714443566,6.0,16.0,76680000.0,19.0
7105306279330502506,1.0,21.0,24950000.0,25.0
7105658229797092867,1.0,70.0,12740000.0,80.0
7107718938057621237,3.0,43.0,1188510000.0,56.0
7108454213160487838,10.0,43.0,79190000.0,50.0
7109067475137212038,28.0,58.0,33590000.0,65.0
7109365960506850158,6.0,37.0,27250000.0,53.0
7110192560338601186,6.0,37.0,24640000.0,49.0
7111968133200925943,190.0,47.0,99990000.0,50.0
7112946707690589198,10.0,49.0,50340000.0,61.0
7113011772090059658,21.0,173.0,3454410000.0,239.0
7115504822552725751,6.0,57.0,40770000.0,72.0
7115815619589342932,6.0,44.0,55100000.0,60.0
7117209037706583763,1.0,62.0,1534410000.0,76.0
7117790713019441087,6.0,42.0,639900000.0,52.0
7118031954619805826,6.0,12.0,18990000.0,12.0
7118356426522960182,3.0,59.0,130980000.0,66.0
7118884909011666803,8.0,63.0,85950000.0,79.0
7121475808884851135,6.0,21.0,13590000.0,23.0
7122506252281971882,3.0,52.0,69260000.0,72.0
7124586983063984332,1.0,81.0,501350000.0,110.0
7125068043444176386,1.0,20.0,18990000.0,20.0
7127403930925257863,1.0,28.0,54370000.0,34.0
7128507522052528547,3.0,20.0,16990000.0,21.0
7131006808160305551,3.0,14.0,176630000.0,16.0
7131184833921807733,1.0,88.0,43950000.0,111.0
7131571032267158042,10.0,47.0,117900000.0,54.0
7131967515028010125,1.0,18.0,7980000.0,19.0
7132015811944987714,6.0,36.0,210420000.0,36.0
7132281175644969879,3.0,41.0,58240000.0,54.0
7133799247457485070,1.0,27.0,88040000.0,38.0
7133939846118520732,1.0,22.0,21990000.0,26.0
7135501439884721807,6.0,49.0,13590000.0,56.0
713731982901764318,136.0,189.0,828480000.0,290.0
7137675061715531940,6.0,23.0,29020000.0,25.0
7138171492799119047,6.0,62.0,120490000.0,73.0
7138325410902068496,45.0,63.0,17590000.0,73.0
7138878677525256548,6.0,50.0,8560000.0,66.0
7139467536826793752,3.0,43.0,157550000.0,48.0
7139641432934028349,1.0,13.0,59160000.0,19.0
7140150337811297731,1.0,44.0,10990000.0,53.0
7141139312225559597,22.0,46.0,216300000.0,63.0
7141351826392674237,3.0,53.0,255100000.0,71.0
7142166190751958434,1.0,24.0,18990000.0,30.0
7145708421804262334,1.0,27.0,30390000.0,33.0
7147112211830167925,1.0,16.0,35480000.0,22.0
7148144150778064807,159.0,76.0,56760000.0,96.0
7148873648621416097,3.0,27.0,22380000.0,37.0
7149538216925151697,10.0,100.0,232970000.0,127.0
7149956682519664200,1.0,33.0,41990000.0,34.0
7150596915465273630,1.0,24.0,53980000.0,27.0
7152313806704388410,91.0,121.0,58750000.0,143.0
7161524936078300347,1.0,9.0,1500000.0,10.0
7166253532069552655,1.0,41.0,444700000.0,52.0
7166449056011989823,1.0,17.0,20990000.0,22.0
7168226225550508027,10.0,50.0,593910000.0,62.0
716925587316437811,3.0,30.0,79960000.0,38.0
7169974092956652971,3.0,37.0,43200000.0,51.0
7170833000891918188,3.0,25.0,6370000.0,37.0
7171380845696596366,1.0,18.0,25000000.0,24.0
7171943038143298955,1.0,18.0,41470000.0,21.0
7178918530572590590,6.0,49.0,57560000.0,76.0
7179047375171047997,6.0,27.0,79990000.0,59.0
717933109761615736,3.0,66.0,16990000.0,73.0
7179885704608750434,1.0,10.0,33590000.0,11.0
7180222975879135190,1.0,11.0,31490000.0,13.0
7181128763936845788,6.0,50.0,442260000.0,59.0
7181633001164008604,6.0,35.0,45570000.0,51.0
7183073463207684020,10.0,28.0,59980000.0,31.0
7183166419038940327,1.0,18.0,245310000.0,22.0
7183243391284715656,10.0,24.0,17700000.0,25.0
7183850423980283722,1.0,23.0,61580000.0,29.0
7184569784224376022,47.0,120.0,418490000.0,172.0
7185167966299243790,1.0,29.0,324750000.0,31.0
7187268430836970062,6.0,22.0,26890000.0,29.0
7188768914363923661,1.0,21.0,43980000.0,24.0
7189989800281794676,3.0,17.0,20090000.0,19.0
7190366246319919792,7.0,41.0,50970000.0,48.0
7194312596693049929,12.0,45.0,111120000.0,65.0
7194598190853071809,1.0,23.0,13590000.0,27.0
7194697843629533346,6.0,83.0,99990000.0,105.0
7195505318139600129,15.0,98.0,136810000.0,118.0
719626868021451011,1.0,10.0,43170000.0,12.0
7196904589011879906,1.0,8.0,45000000.0,9.0
719763844495200108,6.0,16.0,223950000.0,19.0
7199611745811583535,6.0,29.0,463600000.0,31.0
7202541639275781517,1.0,25.0,15190000.0,26.0
720378073621403524,1.0,52.0,40850000.0,71.0
7203916420192282208,15.0,37.0,15990000.0,40.0
7207269090239542768,10.0,37.0,15190000.0,43.0
720843898955413491,1.0,43.0,41450000.0,62.0
7211038241364680514,6.0,37.0,69120000.0,52.0
7211075105637086382,3.0,57.0,115390000.0,63.0
7211254729136975568,1.0,29.0,67780000.0,44.0
7211816795921364108,6.0,41.0,68760000.0,47.0
7213484590531142958,1.0,22.0,179850000.0,26.0
7215304408310414169,1.0,19.0,33590000.0,20.0
7216832908334831114,15.0,34.0,13590000.0,44.0
7218697724746319622,6.0,54.0,81570000.0,61.0
7219614926445866208,11.0,26.0,36990000.0,30.0
7220686449275700604,6.0,29.0,30210000.0,29.0
7222134693316285514,3.0,26.0,54980000.0,32.0
7224069720026489065,93.0,99.0,53580000.0,110.0
7224140740863178929,27.0,55.0,44770000.0,65.0
722529201110417278,1.0,27.0,18990000.0,30.0
7225316870427579527,1.0,61.0,79140000.0,80.0
7227131899750346684,1.0,50.0,16990000.0,65.0
7227600795388913830,1.0,22.0,223800000.0,23.0
7227604725376239031,9.0,29.0,13590000.0,37.0
7228304059983177365,10.0,100.0,114830000.0,117.0
7229076394148908578,2.0,31.0,372360000.0,40.0
7229994429253580812,3.0,32.0,48970000.0,40.0
7230430554273149935,6.0,31.0,7990000.0,42.0
7231437685885066535,66.0,145.0,179140000.0,175.0
7232030663207265797,1.0,17.0,26400000.0,17.0
7232068354296514443,6.0,18.0,54360000.0,36.0
7232250219554218806,3.0,20.0,58380000.0,25.0
7234178212893913418,10.0,54.0,126080000.0,63.0
7236509216355448688,1.0,18.0,16990000.0,20.0
723690431772344547,1.0,9.0,15190000.0,10.0
7238649130733042064,10.0,34.0,287400000.0,45.0
7238833623425944565,1.0,20.0,23990000.0,23.0
7238957550100913049,11.0,30.0,64880000.0,35.0
7239459406664799488,10.0,129.0,26400000.0,187.0
7241918462963988042,1.0,27.0,33590000.0,28.0
7242769996237605248,1.0,23.0,1990000.0,27.0
7243174500774931832,1.0,23.0,25980000.0,25.0
7245767536802426368,1.0,13.0,1990000.0,15.0
7247213948842661209,3.0,71.0,182290000.0,91.0
7247422069602042968,7.0,46.0,22600000.0,63.0
7247995041552365194,91.0,198.0,82820000.0,248.0
7248845288199471059,3.0,37.0,96000000.0,49.0
7249775005981823793,3.0,38.0,18990000.0,43.0
7251826796213283354,28.0,42.0,25560000.0,50.0
7253029414128792018,3.0,83.0,74410000.0,115.0
7254480785524182260,6.0,82.0,256220000.0,101.0
7256273857089897633,3.0,31.0,13590000.0,38.0
7256432076983849562,28.0,95.0,435910000.0,215.0
7256651340144904184,21.0,51.0,53970000.0,59.0
7258292850581755504,1.0,35.0,615300000.0,49.0
725981616433523164,6.0,39.0,158600000.0,49.0
7259906781649779181,3.0,12.0,384890000.0,13.0
7261302704200810675,3.0,111.0,974590000.0,163.0
7262804062389318230,1.0,64.0,31400000.0,78.0
7263427657913895507,3.0,26.0,154970000.0,34.0
7265361594035996306,25.0,31.0,27180000.0,31.0
7266506425665550772,3.0,35.0,1308590000.0,43.0
7266739596439998508,36.0,121.0,354970000.0,160.0
7267624930982767347,1.0,11.0,15190000.0,12.0
7268732315672412988,171.0,133.0,217480000.0,181.0
7270080953464199743,21.0,56.0,95990000.0,72.0
7271638383448610274,1.0,54.0,162340000.0,74.0
7272617006657421843,22.0,33.0,40550000.0,39.0
7272923518010367426,3.0,21.0,23360000.0,23.0
7273056780415192375,6.0,58.0,639750000.0,75.0
7275146492710079917,55.0,47.0,24990000.0,54.0
7276513137825380307,6.0,38.0,16790000.0,39.0
7278514590734130730,15.0,86.0,92670000.0,111.0
728168523838298915,3.0,70.0,900110000.0,110.0
7281719665961519039,21.0,41.0,79990000.0,67.0
7282058185499112847,21.0,80.0,97060000.0,101.0
7282705298132684237,6.0,37.0,51110000.0,40.0
7284107994229493297,1.0,27.0,8990000.0,31.0
7284466025557220497,105.0,251.0,5947190000.0,337.0
7284829827483975901,1.0,16.0,33590000.0,17.0
7285581814755922222,6.0,54.0,95000000.0,71.0
7285721176134268388,1.0,15.0,46080000.0,21.0
728804413269267006,45.0,49.0,18990000.0,52.0
7288253836631073413,3.0,44.0,73570000.0,53.0
7288819554682048730,3.0,23.0,3990000.0,26.0
7288884165054757545,15.0,68.0,183980000.0,85.0
7290041530133609917,15.0,107.0,115070000.0,149.0
7291001775991564484,1.0,39.0,36770000.0,47.0
7291346718031890073,7.0,80.0,251180000.0,111.0
7292686000022233408,1.0,33.0,249900000.0,40.0
7292983953762980102,36.0,80.0,942700000.0,108.0
7296264109687715813,2.0,52.0,124800000.0,77.0
7298179462068144853,15.0,70.0,108270000.0,90.0
7298336494740484350,26.0,159.0,35160000.0,218.0
7298416213438900925,44.0,69.0,281370000.0,89.0
7303461177926085857,6.0,72.0,99950000.0,88.0
7303793848128238288,1.0,18.0,19990000.0,20.0
730458429523691231,10.0,74.0,298980000.0,105.0
730475210878766422,3.0,49.0,79980000.0,61.0
7308095176976751222,45.0,51.0,691640000.0,58.0
7308330363798605080,3.0,21.0,50780000.0,22.0
7308573211245935680,1.0,23.0,50000000.0,27.0
7309503915118946070,21.0,46.0,59970000.0,46.0
7311242886083854158,376.0,773.0,7143250000.0,1040.0
7312392177689574015,1.0,52.0,110970000.0,77.0
7313318075791277817,4.0,46.0,32760000.0,55.0
7314335149820317906,3.0,53.0,96780000.0,72.0
731463778070039206,1.0,38.0,29180000.0,46.0
7316352846759466679,21.0,32.0,4990000.0,35.0
7316841871565144800,1.0,15.0,15190000.0,15.0
7320316463607490470,21.0,147.0,11980000.0,196.0
7321633668299762845,3.0,43.0,78790000.0,56.0
7321764593218311455,3.0,17.0,33590000.0,18.0
7321815150833739774,1.0,22.0,15990000.0,23.0
7323305570183193974,1.0,29.0,15990000.0,33.0
7323947562520019941,460.0,166.0,31950000.0,181.0
7327561747023669346,1.0,14.0,279950000.0,14.0
7328092280392160838,10.0,24.0,18990000.0,24.0
7328155589685273432,1.0,25.0,34990000.0,29.0
7331519147058730868,1.0,23.0,44790000.0,26.0
7334131787094252765,1.0,55.0,64350000.0,78.0
7336599802387183829,1.0,44.0,117370000.0,57.0
7336999582235222237,1.0,33.0,64760000.0,35.0
733721752953203292,1.0,51.0,13450000.0,58.0
7338051264625149881,3.0,32.0,20480000.0,43.0
7338727505204882646,1.0,15.0,259750000.0,18.0
733935141047180090,6.0,33.0,36970000.0,46.0
7341792877185657270,3.0,45.0,100770000.0,58.0
7344052172589114599,33.0,51.0,55990000.0,56.0
7344091753437822948,21.0,17.0,71900000.0,17.0
7344287542005288053,3.0,31.0,43980000.0,36.0
7344519175727343086,378.0,760.0,630820000.0,864.0
7345128727363764298,1.0,18.0,67180000.0,25.0
7346307461579354249,6.0,42.0,59160000.0,50.0
734695769767612161,1.0,24.0,41590000.0,29.0
7347861354836730309,10.0,38.0,239500000.0,49.0
7347925447338164715,36.0,91.0,55710000.0,130.0
7348166856129864850,1.0,23.0,6980000.0,26.0
7350727860294658830,1.0,15.0,10630000.0,15.0
7350793045976348171,1.0,57.0,180760000.0,80.0
7351811396250801209,1.0,23.0,78290000.0,32.0
7352817445808452606,1.0,18.0,43440000.0,22.0
7353302216427585997,36.0,46.0,16990000.0,54.0
7354532472081807968,1.0,36.0,27190000.0,45.0
7354616878013161932,3.0,34.0,139750000.0,42.0
7355682969727116264,1.0,15.0,3500000.0,18.0
7356046119944247540,7.0,48.0,52280000.0,66.0
7356917361593137850,5.0,20.0,15990000.0,22.0
7357863734794261504,25.0,33.0,9730000.0,42.0
7358793687985723141,1.0,33.0,55010000.0,39.0
7359252773164627313,1.0,49.0,73030000.0,65.0
7360285709701515415,10.0,46.0,22150000.0,54.0
7360418616242621195,2.0,21.0,31970000.0,27.0
7360768108223062056,36.0,148.0,350000000.0,174.0
7361963700684002436,18.0,79.0,194690000.0,101.0
7363830162579680921,3.0,26.0,10990000.0,29.0
7365317501077088080,3.0,60.0,81560000.0,77.0
7366648314975511623,21.0,71.0,42040000.0,80.0
7368502516910628581,1.0,21.0,18990000.0,25.0
7368511822757432980,1.0,29.0,19190000.0,37.0
7368546786497742090,1.0,26.0,71440000.0,33.0
7370090587515633465,15.0,18.0,419400000.0,18.0
7370307513460988,8.0,50.0,72780000.0,67.0
7371041490532738587,15.0,80.0,65520000.0,109.0
7372141474604813858,3.0,24.0,79990000.0,31.0
737231467560931346,1.0,32.0,31490000.0,46.0
7376293826718831934,1.0,17.0,23900000.0,19.0
7376304169676630885,1.0,15.0,11190000.0,15.0
7376750587981554489,21.0,48.0,16990000.0,65.0
7377189671853263468,15.0,102.0,67430000.0,120.0
7378987659821753405,6.0,20.0,13590000.0,22.0
7379985924886898163,2.0,112.0,197010000.0,163.0
7382792588713799931,27.0,111.0,166330000.0,130.0
7383823269227966775,78.0,118.0,2807580000.0,160.0
738451259641127092,3.0,15.0,28780000.0,20.0
7384954748824600324,1.0,39.0,98340000.0,58.0
7385533995680230366,1.0,19.0,16990000.0,21.0
7387561254921039539,1.0,16.0,69990000.0,16.0
738777585657711314,20.0,85.0,79130000.0,113.0
7390358029425621068,1.0,20.0,1990000.0,20.0
7390694585389371689,1.0,44.0,296340000.0,64.0
7391031890337172782,3.0,35.0,42150000.0,45.0
7391294210996781396,28.0,76.0,40750000.0,103.0
7391426546655677391,1.0,18.0,54760000.0,22.0
7392395871123801400,1.0,18.0,5970000.0,18.0
7394010699967893588,54.0,18.0,419850000.0,19.0
7394517654401288485,1.0,20.0,16990000.0,25.0
7394734384320759438,3.0,13.0,44950000.0,16.0
7395718173947720444,15.0,50.0,27750000.0,57.0
7396384706323570886,3.0,57.0,213940000.0,72.0
7397945137080548470,9.0,48.0,36780000.0,70.0
7397974199013728789,1.0,22.0,40480000.0,29.0
7399154610014093461,10.0,34.0,27980000.0,48.0
740013212735960815,15.0,80.0,115880000.0,100.0
7400153334064056683,45.0,84.0,61980000.0,107.0
7400732262558954737,66.0,97.0,41460000.0,116.0
7401384748988164586,6.0,37.0,19190000.0,40.0
7402906360219067209,3.0,28.0,11970000.0,32.0
7403668294153816592,2.0,25.0,15990000.0,30.0
7404450717900707917,36.0,42.0,19990000.0,46.0
7404717158530100525,21.0,56.0,39970000.0,71.0
7405413901359579297,10.0,40.0,100770000.0,48.0
7405540212923249469,15.0,66.0,12950000.0,83.0
7405717600950397747,3.0,52.0,19990000.0,57.0
7406034241760755547,120.0,236.0,26710000.0,303.0
7406115845826379585,6.0,25.0,15990000.0,28.0
7406415657806773244,2.0,38.0,19970000.0,48.0
7406663400303851481,6.0,28.0,44980000.0,36.0
74075706296764845,10.0,41.0,28260000.0,51.0
7409109542465794166,6.0,29.0,46910000.0,31.0
7409212089173005419,1.0,33.0,29280000.0,36.0
741020852959030881,3.0,22.0,319520000.0,28.0
7410648917338692919,10.0,28.0,17990000.0,29.0
7412139697907599868,1.0,29.0,33390000.0,37.0
7412384587534122484,6.0,31.0,119230000.0,37.0
7412836405745272778,3.0,19.0,87950000.0,21.0
7414253814451398004,28.0,31.0,41990000.0,31.0
7414493268899222966,1.0,15.0,19230000.0,21.0
7417299995109631513,3.0,40.0,26580000.0,45.0
7419167186572756753,10.0,35.0,105520000.0,43.0
7420043202908382961,1.0,25.0,16990000.0,28.0
7420300501523012460,127.0,295.0,570110000.0,410.0
7422291256198709098,1.0,14.0,40770000.0,18.0
7422368085041338652,3.0,23.0,13290000.0,25.0
7424654781881934440,1.0,17.0,1990000.0,20.0
7426804494460200831,15.0,106.0,40050000.0,150.0
7426824311652962659,3.0,79.0,160570000.0,112.0
7427669167259347728,3.0,16.0,16990000.0,18.0
7428770824061226835,3.0,40.0,76080000.0,50.0
743123551680199202,15.0,694.0,194800000.0,749.0
743304229594707435,19.0,63.0,156200000.0,79.0
7435052038545127483,528.0,544.0,1871570000.0,702.0
7436604361557442905,6.0,68.0,351890000.0,79.0
7438021961261408453,1.0,22.0,50000000.0,30.0
7438635676004197181,3.0,29.0,10980000.0,32.0
7440700674429439167,1.0,23.0,14490000.0,31.0
7441074498173829277,114.0,91.0,1193720000.0,120.0
7441657642188873185,1.0,22.0,44790000.0,25.0
744363211817595686,3.0,40.0,89580000.0,52.0
7443749709958085466,1.0,17.0,14630000.0,19.0
7444317848220127323,6.0,35.0,19590000.0,43.0
7444340499297101269,3.0,38.0,28740000.0,47.0
7445164027729340348,1.0,14.0,19190000.0,16.0
7445235885559107095,3962.0,340.0,2558160000.0,410.0
7446797504335369892,6.0,28.0,83850000.0,30.0
7447137895250670218,71.0,88.0,1500000.0,107.0
7449855264846001419,1.0,77.0,238130000.0,104.0
7450862049722666646,10.0,55.0,41980000.0,58.0
7451284399359627657,1.0,68.0,43430000.0,114.0
7451784455034182787,1.0,23.0,37480000.0,30.0
7452591958167406113,6.0,35.0,7960000.0,45.0
7453027015100594343,1.0,19.0,33590000.0,21.0
7454160401328902482,3.0,34.0,39550000.0,40.0
7454455828968667509,1.0,21.0,29490000.0,25.0
7455554400123317161,1.0,18.0,5590000.0,21.0
745585037435026151,3.0,59.0,92700000.0,76.0
7456688096098328743,1.0,25.0,16990000.0,27.0
7456947093763567293,15.0,115.0,69570000.0,152.0
7457632959414021289,6.0,54.0,69420000.0,70.0
7459944171076059050,3.0,25.0,23940000.0,30.0
746147040518715564,15.0,97.0,18990000.0,112.0
7462494643176224339,3.0,17.0,54380000.0,19.0
7463172420271311409,147.0,539.0,7225100000.0,717.0
7464225335009781401,3.0,13.0,25010000.0,15.0
7465611519094858811,21.0,87.0,8790000.0,110.0
7466083443246048335,5.0,38.0,91170000.0,43.0
7466690540565937255,1.0,13.0,34380000.0,14.0
7467073874914897437,1.0,25.0,228710000.0,32.0
7469641396207188649,1.0,13.0,16990000.0,15.0
746975101244077459,1.0,23.0,18980000.0,28.0
746996333765865062,3.0,62.0,15990000.0,79.0
7470318193219952463,1.0,35.0,66360000.0,46.0
7473469688253258626,21.0,20.0,31980000.0,21.0
7474545646288919609,3.0,20.0,6990000.0,20.0
7476117049919443921,5.0,34.0,80510000.0,44.0
747690048733385763,6.0,63.0,34480000.0,87.0
7477146057219663265,1.0,50.0,254910000.0,66.0
747719955276069654,1.0,10.0,41590000.0,13.0
7477203212403257765,1.0,21.0,3980000.0,24.0
7477634267430924328,436.0,513.0,107520000.0,712.0
7478106734160303595,28.0,123.0,79990000.0,169.0
7478762926279679155,1.0,60.0,351920000.0,86.0
7478999854159501077,5.0,44.0,48280000.0,60.0
7480579182178358481,6.0,217.0,26950000.0,282.0
7481522828290694645,6.0,19.0,37980000.0,21.0
7483153644062928940,55.0,90.0,18380000.0,105.0
748349806318995156,3.0,35.0,27180000.0,40.0
7483600664917507409,331.0,785.0,256460000.0,1091.0
7486685229070363442,3.0,45.0,114270000.0,63.0
7486736560158559443,10.0,53.0,121970000.0,76.0
7487437966424965141,3.0,38.0,125000000.0,42.0
748754221677866973,1.0,31.0,45580000.0,37.0
7487628839720019888,1.0,18.0,15990000.0,20.0
7488526074421709685,6.0,19.0,27180000.0,28.0
7488710348710523001,6.0,54.0,64700000.0,68.0
7493980643592684383,10.0,41.0,14490000.0,45.0
7495731308701213207,3.0,36.0,34910000.0,47.0
7495862194798259656,1.0,29.0,58380000.0,41.0
7496147812697146114,6.0,21.0,6996500000.0,23.0
7496201674620418944,3.0,10.0,33590000.0,11.0
7497654040371634388,21.0,59.0,9370000.0,69.0
7498845751524698890,6.0,49.0,36060000.0,65.0
749967699578346374,3.0,50.0,251280000.0,69.0
7499829957338497070,10.0,56.0,35410000.0,71.0
750035303636009615,1.0,13.0,80440000.0,13.0
7501496730606583691,10.0,37.0,71950000.0,53.0
7503558141544554377,1.0,19.0,5970000.0,37.0
7505608687492467483,3.0,27.0,66970000.0,31.0
7505999967306814340,1.0,39.0,65650000.0,49.0
7507699100891959218,1.0,20.0,99990000.0,28.0
7510366323696167693,6.0,51.0,98910000.0,67.0
7511533079690059775,15.0,60.0,140000000.0,73.0
7514907909032668078,6.0,48.0,201610000.0,61.0
75154193118539969,1.0,19.0,33980000.0,23.0
7515865863351246169,72.0,126.0,10390000.0,170.0
7517029078565627714,3.0,23.0,10990000.0,26.0
7517997316226476864,21.0,117.0,148740000.0,141.0
7518393139882907658,1.0,13.0,10390000.0,15.0
7518823341615485311,1.0,20.0,36980000.0,28.0
7519685296264433379,10.0,75.0,55990000.0,87.0
7520548445569838487,6.0,30.0,262150000.0,35.0
7522022248849575139,3.0,36.0,35170000.0,44.0
7522241323789304840,3.0,43.0,28760000.0,45.0
7522971304903482159,2.0,15.0,33590000.0,16.0
7524176002865422001,1.0,44.0,16950000.0,61.0
7524315936765112211,1.0,52.0,32940000.0,75.0
7524696809408974105,1.0,18.0,34980000.0,21.0
7526395005987843712,3.0,32.0,10990000.0,35.0
7527510721694637931,1.0,75.0,187830000.0,116.0
7528605281471957603,10.0,70.0,92910000.0,82.0
753068173118806777,16.0,47.0,39190000.0,51.0
7530827035841642644,16.0,108.0,60030000.0,156.0
75338234785752253,1.0,36.0,47100000.0,44.0
7534352887152867436,3.0,53.0,109450000.0,68.0
7534668743180719090,3.0,83.0,139940000.0,102.0
7535069229429628764,6.0,74.0,573250000.0,90.0
7538330122216229269,3.0,33.0,1365670000.0,45.0
7539934390050787857,1.0,23.0,18480000.0,29.0
7541330018561344090,21.0,52.0,79990000.0,77.0
7541337318748467634,20.0,51.0,119990000.0,54.0
7541670225563876393,1.0,58.0,286420000.0,84.0
754193085382700442,3.0,26.0,79980000.0,30.0
7542872879801361567,6.0,45.0,71180000.0,53.0
7544182239493168188,2.0,41.0,37800000.0,58.0
7544229451088045395,1.0,17.0,14980000.0,24.0
7545000103569508809,21.0,66.0,65030000.0,86.0
7545121588966245443,247.0,276.0,19980000.0,395.0
7545575276027340424,1.0,23.0,1990000.0,24.0
7545791097611675575,116.0,79.0,102350000.0,94.0
7545946848283492417,3.0,32.0,33590000.0,39.0
7547701694662050330,6.0,30.0,51270000.0,42.0
7547767069516152606,6.0,22.0,64780000.0,27.0
7548511681521037018,276.0,156.0,706840000.0,196.0
7549018693147139629,1.0,26.0,149430000.0,30.0
7549308697995967647,351.0,112.0,388700000.0,146.0
7550860860945022922,1.0,16.0,81190000.0,20.0
7552495546342257467,21.0,88.0,115600000.0,118.0
7552589182628406304,528.0,162.0,119990000.0,172.0
7554501152738675328,36.0,29.0,55990000.0,31.0
7557284395994307792,6.0,51.0,15190000.0,57.0
7559237002238167612,3.0,26.0,33590000.0,29.0
7559458489771407786,1.0,14.0,1990000.0,14.0
7561014297963838461,78.0,382.0,502780000.0,441.0
7561249229459674065,1.0,24.0,16990000.0,27.0
7563365488424319047,3.0,22.0,21990000.0,26.0
7563368779850101640,3.0,37.0,54380000.0,46.0
7563655790456641337,1.0,20.0,53550000.0,26.0
7564212194922509100,105.0,164.0,16990000.0,207.0
7565550967344737972,3.0,25.0,33590000.0,28.0
7565764107128651335,10.0,36.0,18980000.0,42.0
7567817112637547239,12.0,96.0,150000000.0,118.0
7567999450740996169,1.0,49.0,194880000.0,66.0
7572337128017560741,36.0,69.0,18990000.0,70.0
7574410263456433105,3.0,66.0,318000000.0,85.0
7576219858086855027,15.0,37.0,19970000.0,41.0
7576412479791634134,28.0,80.0,73340000.0,98.0
7579284721829818358,3.0,24.0,79800000.0,30.0
7581944643988473648,15.0,63.0,33990000.0,79.0
